web-scraper-order,web-scraper-start-url,Detail,Detail-href,Name,Image-src,Category,Ig_Follow,eng_rate,est_Reel_play,Avg_like,Avg_Comments,yt_subs,views(30 days),total_views,uplaods,yt_links,yt_links-href,insta_link,insta_link-href
"1708345332-411","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/ajahar_patel/IA_68790?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","AJJU","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1390046342.jpg","Gaming","9,631","0.28%","539","22","4","","","","","","","","https://www.instagram.com/ajahar_patel"
"1708345339-412","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/gaming_tipa/IA_70475?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Vishal ""Tipa"" Tripathi","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/14029039216.jpg","Gaming","9,634","11.64%","10,459","1,097","23","","","","","","","","https://www.instagram.com/gaming_tipa"
"1708345347-413","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/funzone_gamer/IA_1723735?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Areeb Sheikh","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/8099949576.jpg","Gaming","9,641","0.04%","413","3","0","","","","","","","","https://www.instagram.com/funzone_gamer"
"1708345355-414","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/jimmygamingg/IA_207951?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Jimesh Parmar","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2342733301.jpg","Gaming","9,661","7.21%","8,761","679","17","72,400","329,799","31,894,714","2,268","","https://www.youtube.com/channel/UC4_8KX2sOElvs9L8_jJUa0w","","https://www.instagram.com/jimmygamingg"
"1708345362-415","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/deity_plays/IA_73466?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","DT Gaming","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/15554902622.jpg","Gaming","9,724","2.75%","2,650","260","6","189,000","282,647","27,859,658","776","","https://www.youtube.com/channel/UCF6ulQDhGnB5DLLbqdeZKBA","","https://www.instagram.com/deity_plays"
"1708345370-416","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/gamesmemesworld/IA_75633?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","GAMES MEMES WORLD","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/40978733631.jpg","Gaming","9,745","0.84%","NaN","77","5","","","","","","","","https://www.instagram.com/gamesmemesworld"
"1708345377-417","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/_abhinav1820/IA_73623?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Abhinav","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/13729365390.jpg","Gaming","9,748","0.95%","537","91","1","","","","","","","","https://www.instagram.com/_abhinav1820"
"1708345385-418","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/techboy29/IA_73812?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","TechBoyYT","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7716151138.jpg","Gaming","9,813","3.65%","3,427","342","16","","","","","","","","https://www.instagram.com/techboy29"
"1708345392-419","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/avneeeet.1/IA_70456?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Avneet Singh","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6863675524.jpg","Gaming","9,822","6.76%","1,509","638","25","18,500","277","1,365,210","60","","https://www.youtube.com/channel/UCTo2i8VGhukxapyQyxmWEcw","","https://www.instagram.com/avneeeet.1"
"1708345401-420","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/reven.yt/IA_73003?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","I DONT KNOW","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/51142574889.jpg","Gaming","9,834","0.79%","6,551","61","15","","","","","","","","https://www.instagram.com/reven.yt"
"1708345409-421","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/vino_gaming_/IA_1421646?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","ABzVinoGaming","","Gaming","9,840","12.63%","8,834","1,215","27","","","","","","","","https://www.instagram.com/vino_gaming_"
"1708345417-422","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/ig_ripzy/IA_70750?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Ripzy GAMING","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/15910247004.jpg","Gaming","9,886","6.26%","1,008","585","33","","","","","","","","https://www.instagram.com/ig_ripzy"
"1708345426-423","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/jabraat.gaming/IA_75916?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Jabraat Gaming","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/41110968261.jpg","Gaming","9,944","5.46%","1,573","497","45","363,000","16,140","22,153,219","721","","https://www.youtube.com/channel/UC70ztntMs0Uj_P6wuaIwkHg","","https://www.instagram.com/jabraat.gaming"
"1708345434-424","https://goodcreator.co/instagram-influencers/gaming/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/lx_sahid_official/IA_1715426?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","My Self Sahid......","","Gaming","9,951","0.10%","102","5","4","52,100","-47,712","3,095,394","126","","https://www.youtube.com/channel/UCW4MKXgeWpQVBumCUa0ix7g","","https://www.instagram.com/lx_sahid_official"
"1708345453-425","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/shadow_and_sun/IA_78332?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Harish Sharma","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1424508772.jpg","Travel & Leisure","9,369","3.10%","3,142","285","5","","","","","","","","https://www.instagram.com/shadow_and_sun"
"1708345462-426","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/styleslaytravel/IA_76729?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Riya ✨","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/311140493.jpg","Travel & Leisure","9,373","1.66%","1,565","150","5","","","","","","","","https://www.instagram.com/styleslaytravel"
"1708345471-427","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/pranab_howly/IA_78032?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Life With Pranab","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3530243201.jpg","Travel & Leisure","9,373","0.12%","24","10","0","","","","","","","","https://www.instagram.com/pranab_howly"
"1708345480-428","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/himachali_official/IA_76541?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","HIMACHAL PRADESH","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/19607699031.jpg","Travel & Leisure","9,393","0.04%","924","3","0","","","","","","","","https://www.instagram.com/himachali_official"
"1708345488-429","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/pahaditravelers/IA_73747?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","PAHADI TRAVELERS","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/26530188867.jpg","Travel & Leisure","9,410","4.17%","14,372","379","13","","","","","","","","https://www.instagram.com/pahaditravelers"
"1708345497-430","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/indiatravelmart/IA_1723614?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","India Travel Mart India","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2278619079.jpg","Travel & Leisure","9,413","0.09%","198","7","0","","","","","","","","https://www.instagram.com/indiatravelmart"
"1708345506-431","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/richabhardwaaaj/IA_107401?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","FOODBLOGGER🧿","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2200898456.jpg","Travel & Leisure","9,474","1.79%","28,098","158","11","","","","","","","","https://www.instagram.com/richabhardwaaaj"
"1708345515-432","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/talesfromherpocket/IA_79416?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Mansi","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7262283071.jpg","Travel & Leisure","9,476","0.93%","726","84","3","","","","","","","","https://www.instagram.com/talesfromherpocket"
"1708345524-433","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/pranits_railworld/IA_1578754?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Pranits Railworld","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1768670537.jpg","Travel & Leisure","9,492","2.93%","5,247","276","2","31,700","79,991","15,327,905","1,795","","https://www.youtube.com/channel/UCdBJBxCfKSyAxCqePWZBkBg","","https://www.instagram.com/pranits_railworld"
"1708345533-434","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/sushiandsandals/IA_1554188?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Aiza Nasir","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6112751675.jpg","Travel & Leisure","9,504","1.43%","1,814","118","16","","","","","","","","https://www.instagram.com/sushiandsandals"
"1708345542-435","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/a.nomad.trail/IA_72288?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Shubhra Mishra 🇮🇳","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/31979782661.jpg","Travel & Leisure","9,511","2.00%","3,113","177","12","","","","","","","","https://www.instagram.com/a.nomad.trail"
"1708345551-436","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/uttarakhandcapital/IA_1723522?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Uttarakhand capital","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/50134330726.jpg","Travel & Leisure","9,526","2.12%","1,624","199","2","","","","","","","","https://www.instagram.com/uttarakhandcapital"
"1708345559-437","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/ankita_sharma07/IA_75409?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Ankita Sharma","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1116893171.jpg","Travel & Leisure","9,537","1.99%","3,161","181","8","","","","","","","","https://www.instagram.com/ankita_sharma07"
"1708345568-438","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/mr.dvvlogs/IA_73887?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","DIVESH SINGH [ JAAT ]","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/4145677088.jpg","Travel & Leisure","9,546","1.60%","3,801","148","4","268,000","200,804","40,848,492","692","","https://www.youtube.com/channel/UCVQRkmqCZSV4TUhcegN2GJg","","https://www.instagram.com/mr.dvvlogs"
"1708345576-439","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/aparna4411/IA_72011?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Aparna singh 🇮🇳","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6762258550.jpg","Travel & Leisure","9,567","0.91%","1,191","82","4","","","","","","","","https://www.instagram.com/aparna4411"
"1708345585-440","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/_myright_hand_tattoo_/IA_72298?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Abhishek Saha","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/7529097282.jpg","Travel & Leisure","9,583","0.41%","429","37","1","","","","","","","","https://www.instagram.com/_myright_hand_tattoo_"
"1708345594-441","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/_taanyaa/IA_75784?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Tanya Mathur","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1362861971.jpg","Travel & Leisure","9,588","2.59%","3,609","245","2","","","","","","","","https://www.instagram.com/_taanyaa"
"1708345602-442","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/gaurilogy/IA_76081?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","गरिमा चमोली","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/811282221.jpg","Travel & Leisure","9,622","2.26%","2,877","209","7","","","","","","","","https://www.instagram.com/gaurilogy"
"1708345611-443","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/anujsandhu_1515/IA_1715255?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","#Traveller🌏","","Travel & Leisure","9,623","0.46%","342","43","0","","","","","","","","https://www.instagram.com/anujsandhu_1515"
"1708345619-444","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/littleshutterbugs/IA_73033?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","вєяиαя∂","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1383505139.jpg","Travel & Leisure","9,635","3.76%","5,385","322","39","","","","","","","","https://www.instagram.com/littleshutterbugs"
"1708345628-445","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/travelfoodpoem/IA_75072?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","TFP","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/14479039600.jpg","Travel & Leisure","9,642","0.16%","276","14","1","","","","","","","","https://www.instagram.com/travelfoodpoem"
"1708345637-446","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/brothers_since10/IA_74386?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Lifestyle || Traveller","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5508720477.jpg","Travel & Leisure","9,667","1.27%","NaN","122","0","","","","","","","","https://www.instagram.com/brothers_since10"
"1708345646-447","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/travelmachanic/IA_1847421?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Aakash | INDIA 🇮🇳","","Travel & Leisure","9,687","2.50%","2,433","235","6","","","","","","","","https://www.instagram.com/travelmachanic"
"1708345655-448","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/voyagerinvogue/IA_74239?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Vasudha Rathi 💫 Travel and Lifestyle Content Creator","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2272274149.jpg","Travel & Leisure","9,734","0.76%","991","59","14","","","","","","","","https://www.instagram.com/voyagerinvogue"
"1708345664-449","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/iajayhooda/IA_1473541?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","अजय हुड्डा","","Travel & Leisure","9,755","0.80%","524","77","1","","","","","","","","https://www.instagram.com/iajayhooda"
"1708345672-450","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/_prashantyadav/IA_71626?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Prashant Yadav","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/5326936565.jpg","Travel & Leisure","9,775","1.20%","12,954","116","1","","","","","","","","https://www.instagram.com/_prashantyadav"
"1708345681-451","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/iwastravellingwheni/IA_71712?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","पलक नेगी","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/393050663.jpg","Travel & Leisure","9,781","2.21%","5,389","197","17","","","","","","","","https://www.instagram.com/iwastravellingwheni"
"1708345690-452","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/pawansachan33/IA_73666?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Pawan Sachan","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2355235159.jpg","Travel & Leisure","9,782","1.99%","4,650","192","2","","","","","","","","https://www.instagram.com/pawansachan33"
"1708345699-453","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/romeorajkumar_/IA_1094135?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Romio k Rajkumar","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/242502345.jpg","Travel & Leisure","9,784","1.00%","2,128","82","15","","","","","","","","https://www.instagram.com/romeorajkumar_"
"1708345708-454","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/durg_premi/IA_1723524?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","🏰 दुर्गप्रेमी 🏰","","Travel & Leisure","9,789","3.07%","756","298","1","","","","","","","","https://www.instagram.com/durg_premi"
"1708345717-455","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/sunnyperhate/IA_1723601?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Sunny Perhate ( संनी परहेट)","","Travel & Leisure","9,798","4.96%","6,843","476","8","","","","","","","","https://www.instagram.com/sunnyperhate"
"1708345725-456","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/budgetmountains/IA_75578?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Budget Mountains | BM.com","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/48751323699.jpg","Travel & Leisure","9,799","0.13%","133","12","0","","","","","","","","https://www.instagram.com/budgetmountains"
"1708345733-457","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/sn_theexplorer/IA_73277?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Saurabh Nashit | Traveller","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6766205472.jpg","Travel & Leisure","9,808","2.37%","2,115","219","13","","","","","","","","https://www.instagram.com/sn_theexplorer"
"1708345742-458","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/shubhra.dn/IA_73657?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Shubhra Debnath","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/2119003527.jpg","Travel & Leisure","9,823","4.46%","2,229","428","9","","","","","","","","https://www.instagram.com/shubhra.dn"
"1708345751-459","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/momentsbylsp/IA_72575?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Travel, Photography, Lifestyle","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/1546994909.jpg","Travel & Leisure","9,836","0.18%","704","3","14","","","","","","","","https://www.instagram.com/momentsbylsp"
"1708345760-460","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/shubhrapaul/IA_72500?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Shubhra Paul Banker","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/9406219851.jpg","Travel & Leisure","9,839","9.71%","11,255","950","4","","","","","","","","https://www.instagram.com/shubhrapaul"
"1708345768-461","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/gojaipur_/IA_74010?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","GoJaipur","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/6935302639.jpg","Travel & Leisure","9,871","0.83%","2,233","80","1","","","","","","","","https://www.instagram.com/gojaipur_"
"1708345777-462","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/sandy_goesplaces/IA_74498?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","SándeepKaur","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/269995549.jpg","Travel & Leisure","9,911","0.18%","1,741","3","14","","","","","","","","https://www.instagram.com/sandy_goesplaces"
"1708345785-463","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/delightful_insta/IA_75359?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Travel Photographer","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/29217511756.jpg","Travel & Leisure","9,927","4.59%","444","452","3","","","","","","","","https://www.instagram.com/delightful_insta"
"1708345793-464","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/ridenomad/IA_76345?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","𝗔𝗥𝗣𝗜𝗧 𝗦𝗢𝗢𝗗 | 𝗛𝗶𝗺𝗮𝗰𝗵𝗮𝗹","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/49646792362.jpg","Travel & Leisure","9,934","4.23%","17,125","384","35","","","","","","","","https://www.instagram.com/ridenomad"
"1708345802-465","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/travel_freakgal/IA_72544?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","𝐉𝐢𝐩𝐬𝐡𝐚🦋𝐓𝐫𝐚𝐯𝐞𝐥𝐨𝐠𝐮𝐞 𝐂𝐫𝐞𝐚𝐭𝐨𝐫","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/12666842122.jpg","Travel & Leisure","9,936","0.05%","343","3","1","","","","","","","","https://www.instagram.com/travel_freakgal"
"1708345811-466","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/travel_nature_ritwick/IA_1717653?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","𝐑𝐢𝐭𝐰𝐢𝐜𝐤 𝐂𝐡𝐚𝐤𝐫𝐚𝐛𝐨𝐫𝐭𝐲","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/16821000566.jpg","Travel & Leisure","9,937","3.63%","9,198","358","1","16,900","16,849","2,161,325","85","","https://www.youtube.com/channel/UCB7PIFCsy2NHym4RB5JKJtw","","https://www.instagram.com/travel_nature_ritwick"
"1708345820-467","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/musafirwithbeard/IA_71920?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","TRAVEL | PHOTOGRAPHY | FILMS","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3314684844.jpg","Travel & Leisure","9,942","0.62%","1,035","57","4","","","","","","","","https://www.instagram.com/musafirwithbeard"
"1708345828-468","https://goodcreator.co/instagram-influencers/travel-leisure/under-10k-followers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/triptactoe/IA_73150?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Travel Stories by Geetanjali","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/180261420.jpg","Travel & Leisure","9,944","1.01%","792","90","10","","","","","","","","https://www.instagram.com/triptactoe"
