web-scraper-order,web-scraper-start-url,Detail,Detail-href,Name,Image-src,Category,Ig_Follow,eng_rate,est_Reel_play,Avg_like,Avg_Comments,yt_subs,views(30 days),total_views,uplaods,yt_links,yt_links-href,insta_link,insta_link-href
"1708350897-1242","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@indianwearnaccessories4327/YA_2768096?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Indian wear n accessories","https://yt3.ggpht.com/ytc/AIf8zZSagJHqQfAzM5iPD1bEsnOoHhyt-fbzWPmXdhAUpw=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,370","140","723,676","299","","https://www.youtube.com/channel/UC8B0Xy4Fe9WxVQsAK2E0ZdA","","https://www.youtube.com/channel/UC8B0Xy4Fe9WxVQsAK2E0ZdA"
"1708350903-1243","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@baltrahomeproducts/YA_2765306?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Baltra - Home Appliances","https://yt3.ggpht.com/1DEo5qqiBeon7QiXku8JHQkKCe-_yHq36deCBorKnWavFhe9DGGMn3N7V968rLQrULzif1q57A=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,370","2,607","4,886,057","69","","https://www.youtube.com/channel/UC6rYc7QOyN5qpSIT2cLCssw","","https://www.youtube.com/channel/UC6rYc7QOyN5qpSIT2cLCssw"
"1708350910-1244","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@fanafashion/YA_2751842?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Fana Fashion","https://yt3.ggpht.com/ytc/AIf8zZQsXGK7gq7FlSNdhJN1X8ZF_ociVJMBWL6Wpnt3=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,400","481","946,001","801","","https://www.youtube.com/channel/UC0ZJxe7vA8S_F_87cNakTZQ","","https://www.youtube.com/channel/UC0ZJxe7vA8S_F_87cNakTZQ"
"1708350917-1245","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@drexplorer/YA_2761527?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Dr Explorer","https://yt3.ggpht.com/ytc/AIf8zZQLAvf2I2EV3ZhbD8BTJuoUQlyKEYyKfXgjYfp29GY=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,430","11,443","1,373,394","97","","https://www.youtube.com/channel/UC55YHEJwyn7xrQ781joXTTw","","https://www.youtube.com/channel/UC55YHEJwyn7xrQ781joXTTw"
"1708350923-1246","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@ruksharakhan7954/YA_2870583?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Rukshar A khan","https://yt3.ggpht.com/EGcUX5Ju_ipoPBQzpZIA1EPYrIbIaFOpbqk0-nmOpD49zhcybPDFfmSGzn38qvGX4Bu6Cb0IG-0=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,430","75,293","2,576,853","1,528","","https://www.youtube.com/channel/UCsyCVZqk_diqvM66UB_kGTw","","https://www.youtube.com/channel/UCsyCVZqk_diqvM66UB_kGTw"
"1708350930-1247","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@shivaniaggarwal22/YA_272095?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Shivani Aggarwal","","Fashion & Style","","","","","","9,460","57,436","4,536,798","541","","https://www.youtube.com/channel/UCqzpKEf8WnKKKKDa7RqkefQ","","https://www.youtube.com/channel/UCqzpKEf8WnKKKKDa7RqkefQ"
"1708350936-1248","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@wholesaleboxofficial/YA_2807154?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","WholesaleBox","https://yt3.ggpht.com/ytc/AIf8zZRvVpeJBRIzak-Vrpwp5vlDkYq7zjPTuElE-huQAg=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,470","992","366,007","67","","https://www.youtube.com/channel/UCQFvYTsk3f0OllDs9UJgTUw","","https://www.youtube.com/channel/UCQFvYTsk3f0OllDs9UJgTUw"
"1708350943-1249","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@jewelrypalace7352/YA_2791064?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Jewelry Palace","https://yt3.ggpht.com/ytc/AIf8zZQYvUEFrooMFDURt-WucbPO2KhMqFV66Eq5Iix-=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,470","1,062","1,279,025","1,236","","https://www.youtube.com/channel/UCIlS3h8K1h_8_k-w4208Zpg","","https://www.youtube.com/channel/UCIlS3h8K1h_8_k-w4208Zpg"
"1708350949-1250","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@raghavera/YA_262933?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Raghav Era","https://yt3.ggpht.com/LW4UkwgY3rcAmev-SUhrQcKCOO1D6o2zD7mQ2mcgJzkmN8tZ5Yhk_AQemMqpD3yhmBNdjursnQ=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,480","4,674","414,963","69","","https://www.youtube.com/channel/UCvjObIDVm3fhAUGQz4s-WVQ","","https://www.youtube.com/channel/UCvjObIDVm3fhAUGQz4s-WVQ"
"1708350957-1251","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@fabtexindia/YA_2825933?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Fabtex India","https://yt3.ggpht.com/4G38XPM1MQ-riRCDFN2V6xuPjKJ5a7oBOqMnSuQXt4Q9XF-HZ5Y20OceFBOWZq6oQQ2WmP8y=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,510","12,532","818,486","1,702","","https://www.youtube.com/channel/UCZ39AsX7LG7LGFjjySnM-4g","","https://www.youtube.com/channel/UCZ39AsX7LG7LGFjjySnM-4g"
"1708350964-1252","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@sunidhifashions/YA_2854809?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Sunidhi Fashions: Chandni Chowk","https://yt3.ggpht.com/_QPpKUtu2CeveJqgJ9rm0DZ0vR-E7w-_cFmT68cG6V8Z_R8ott2X_Qbq1ftCEP2PuTO8HDmjOGM=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,550","16,956","1,554,611","605","","https://www.youtube.com/channel/UClak4gboVbbbVx3inOtI-RA","","https://www.youtube.com/channel/UClak4gboVbbbVx3inOtI-RA"
"1708350971-1253","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@kmjewels1grgold809/YA_2851333?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","k&m jewels 1gr gold","","Fashion & Style","","","","","","9,550","34,300","643,825","706","","https://www.youtube.com/channel/UCjw-4ZVcxxeL4k47vQ-61rw","","https://www.youtube.com/channel/UCjw-4ZVcxxeL4k47vQ-61rw"
"1708350978-1254","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@shubhalaxminaruni/YA_2820078?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Shubhalaxmi Naruni","https://yt3.ggpht.com/ytc/AIf8zZSqmCEeWZhmfqnK5KJ1O0p8krkrPS88E5jAHbKtKw=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,550","4,264","3,303,653","83","","https://www.youtube.com/channel/UCWIUr1xENBvs5zl7lE0M1Lw","","https://www.youtube.com/channel/UCWIUr1xENBvs5zl7lE0M1Lw"
"1708350984-1255","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@dramarnikam/YA_2839622?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Dr Nikam","https://yt3.ggpht.com/GuOovsMZEDgpuA1En7H7n8P120XGzgY2bpOhJqd883VHGhzINsqnJZ2QRKyeICw2yiPYMSTAoiY=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,570","3,901","417,948","59","","https://www.youtube.com/channel/UCeMBz4kbCj4qQM25iglFOIA","","https://www.youtube.com/channel/UCeMBz4kbCj4qQM25iglFOIA"
"1708350991-1256","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@ruchigagan6176/YA_2761051?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","ruchi gagan","https://yt3.ggpht.com/PKGU8BW-dIH5AnYXP39wuItUKoIeSI2_aHqZggsu8KyeIfxC9svt55X0rdjkghvJH-73zzUV_A=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,590","-298","3,846,021","210","","https://www.youtube.com/channel/UC4sYWWFa08yOJ6EXA8ID6pA","","https://www.youtube.com/channel/UC4sYWWFa08yOJ6EXA8ID6pA"
"1708350998-1257","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@artjewellerydesign8768/YA_2752883?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","ART JEWELLERY DESIGN","https://yt3.ggpht.com/_GG_g8Sgl4yWl7u7EBTYh-cyomNYiVKdSTA5XaYkO6dPWjonvMc_K0SwX30CEiFP69SHUhP-OA=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,620","3,561","479,593","172","","https://www.youtube.com/channel/UC12aEu5tzd574tIJgbz8VMw","","https://www.youtube.com/channel/UC12aEu5tzd574tIJgbz8VMw"
"1708351005-1258","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@joyofrims/YA_2788148?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","JOY OF RIMS","https://yt3.ggpht.com/ytc/AIf8zZSTJWlo-HVVBY6U-Ag1YbZkHtd9c-XT-ICPK2dNjw=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,640","31,639","1,941,127","325","","https://www.youtube.com/channel/UCHQGwNFnsei3t9p0LUTLadA","","https://www.youtube.com/channel/UCHQGwNFnsei3t9p0LUTLadA"
"1708351013-1259","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@mufeeda/YA_2774828?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","BLACK BERRIES","https://yt3.ggpht.com/ytc/AIf8zZRFf2OZfyMl8TpA9a1Y_HNNkHddNkzS-kPaPiR7=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,640","38,942","1,051,840","88","","https://www.youtube.com/channel/UCBI3beot7vwckiT8w4jLTxg","","https://www.youtube.com/channel/UCBI3beot7vwckiT8w4jLTxg"
"1708351020-1260","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@fashiondreamstelugu/YA_2772498?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","FASHION DREAMS","https://yt3.ggpht.com/L1Xav8LCERnw8Y0XEKzgE679sPiZqGu3uiVKliuQ3p9LI-rHHSb9pxTXZAAoeEuMKzvdRTzp9w=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,680","1,012","5,806,423","35","","https://www.youtube.com/channel/UCAEAxWhMGTxPY2kd-509u1A","","https://www.youtube.com/channel/UCAEAxWhMGTxPY2kd-509u1A"
"1708351027-1261","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@sudiptakundu145/YA_2759464?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","sudipta kundu","https://yt3.ggpht.com/ytc/AIf8zZTn6baqFp5m5NPAQ713jIfdJvLxYcjo9IUKaZbNJw=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,710","5,186","2,913,972","1,469","","https://www.youtube.com/channel/UC48d1T-9D-FvrHxSRKOEREw","","https://www.youtube.com/channel/UC48d1T-9D-FvrHxSRKOEREw"
"1708351034-1262","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@shoppingwithsheetal/YA_2769826?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Shopping with sheetal","https://yt3.ggpht.com/gAq2mBALTafRshuHsJZJig3HT8wAmbSR4vif4t4l8GahTh1FvjD7buefMQ3dcyPQcEhqsdjV=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,710","22,118","2,300,072","397","","https://www.youtube.com/channel/UC8z36zN0XaI8I2p_vTkIHGg","","https://www.youtube.com/channel/UC8z36zN0XaI8I2p_vTkIHGg"
"1708351041-1263","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@rashmi43426/YA_2866072?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Savi Kamra","https://yt3.ggpht.com/HjVUqdZnrt7dJd05EdTd8_lSUOIxYzlXK6Hb-1gqOowHvvRUt5UdcszFNuvjnBCDWQhFOpZdjQ=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,730","1,818","1,439,263","958","","https://www.youtube.com/channel/UCqrebQZrqGLM2Blr9C29xYw","","https://www.youtube.com/channel/UCqrebQZrqGLM2Blr9C29xYw"
"1708351048-1264","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@boutiquemasterneelkanth/YA_2754506?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Blouse and Boutique Master NeelkanthDewangan","https://yt3.ggpht.com/ytc/AIf8zZQOXYtm2pcTrk68_IU9SOLyiXi94VMcZpitEoNE=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,730","9,650","887,015","120","","https://www.youtube.com/channel/UC1pCl52MZr84moP6hY4yYcA","","https://www.youtube.com/channel/UC1pCl52MZr84moP6hY4yYcA"
"1708351055-1265","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@kalyansilks1/YA_2783232?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Kalyan silks","https://yt3.ggpht.com/IXvh6Gp0-qGtGgceTjEK_I-LZOGMWMPU6fiv0q7APc-1WSAN4ckf2zD8QliYdtxZtQ_LwMWd=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,730","903,012","41,558,578","236","","https://www.youtube.com/channel/UCF7YjXeHKmS7Rbo-2gyDb2Q","","https://www.youtube.com/channel/UCF7YjXeHKmS7Rbo-2gyDb2Q"
"1708351062-1266","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@etbchannel5964/YA_2794430?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Etb channel","https://yt3.ggpht.com/DXuVtuXIXAJbgJzJtg-kjuvPQf5Ep3XFmWM5rZJX15bFXmDU2YBj2p-OVUEVIqJPbYjLECet=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,750","4,124","508,282","33","","https://www.youtube.com/channel/UCKKIxainbouEnUr4WIM_xOA","","https://www.youtube.com/channel/UCKKIxainbouEnUr4WIM_xOA"
"1708351069-1267","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@pushpanjali9669/YA_2813006?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","pushpanjali","https://yt3.ggpht.com/ytc/AIf8zZS6Aa5E8gHBdugvShDz8vxmwkLo7EiqtdDjeccq=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,770","611","1,664,470","28","","https://www.youtube.com/channel/UCT-YHfChTsxXHsXuFZ5lfCA","","https://www.youtube.com/channel/UCT-YHfChTsxXHsXuFZ5lfCA"
"1708351076-1268","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@samvi5376/YA_2855584?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Samvi","https://yt3.ggpht.com/ytc/AIf8zZTgrIDNDosBf1YU5FrGcoUC73PKeL4Ti53o3RdW=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,810","672","2,762,139","92","","https://www.youtube.com/channel/UClxBbufejtOourcyhO7uWiQ","","https://www.youtube.com/channel/UClxBbufejtOourcyhO7uWiQ"
"1708351083-1269","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@budhadityabanerjee/YA_2854048?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Madhurima Online Store","https://yt3.ggpht.com/ytc/AIf8zZR4AA1EWIZVkdA0mHxpja1VtPPJUhDSS85DDJKpAA=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,860","637","2,917,573","337","","https://www.youtube.com/channel/UClDiF0cCX9ZK5ajOzCRnFuw","","https://www.youtube.com/channel/UClDiF0cCX9ZK5ajOzCRnFuw"
"1708351089-1270","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@samarstyling/YA_2452581?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Samar Styling","https://yt3.ggpht.com/L5e-UFgxljK9eliJ6zAjxGLcr-m7SaK45A4d_A7vSUmLc_4tZHQCoctkfSNfGVCzyWnvOQVQ7uw=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,880","114","551,067","23","","https://www.youtube.com/channel/UCsMmytUrspSgZcJi-wCBAmQ","","https://www.youtube.com/channel/UCsMmytUrspSgZcJi-wCBAmQ"
"1708351096-1271","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@crochetrecipeintelugu/YA_2840710?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Janani crochet & craft","https://yt3.ggpht.com/aNJavr3wfQUjXZ-EQ_xCpH776TkYr1El1GeyirjerbduRA3uM1adpxHS5ehWO6GuWGL1tO1cww=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,880","10,802","1,007,079","593","","https://www.youtube.com/channel/UCethEA9Jf54JwMRPb8q7-4A","","https://www.youtube.com/channel/UCethEA9Jf54JwMRPb8q7-4A"
"1708351103-1272","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@indiahut/YA_2804960?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","INDIAHUT","https://yt3.ggpht.com/ytc/AIf8zZRnLTX7454xr0T4I4P6aQwFnVN8_Zpl-M8B5ml70A=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,910","-5,784","296,728","81","","https://www.youtube.com/channel/UCPFv9476IDlW3cIyDTFoKZg","","https://www.youtube.com/channel/UCPFv9476IDlW3cIyDTFoKZg"
"1708351109-1273","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@rukhsanastitchingclasses487/YA_2819441?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Rukhsana Stitching Classes","https://yt3.ggpht.com/jJCxQiiDE2w0w0EG5byoSNPFHlRirxvHvGh5iGqtkFDgAdFqfTGy8uBp-Sc8SkUg9akk4t_aND0=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,920","1,642","1,299,627","41","","https://www.youtube.com/channel/UCW0eu9t_lxeaYkeQmoD0ARA","","https://www.youtube.com/channel/UCW0eu9t_lxeaYkeQmoD0ARA"
"1708351116-1274","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@vgfashions/YA_2803651?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","VG Fashions","https://yt3.ggpht.com/ytc/AIf8zZSxl-0m5Mgl8yB9uyJIcnoNCeuFzwO4X6e6mg2o=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,930","6,627","3,776,945","650","","https://www.youtube.com/channel/UCOc8Gu1J4RTe6uDGFO7X5zA","","https://www.youtube.com/channel/UCOc8Gu1J4RTe6uDGFO7X5zA"
"1708351123-1275","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@sreetailoringtutorials/YA_2781200?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","SREE TAILORING TUTORIALS","https://yt3.ggpht.com/ytc/AIf8zZSumB67rVtmZRMascW8ADr3AwpZ_71czmOrlfYjXg=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,930","10,156","1,721,270","110","","https://www.youtube.com/channel/UCEB0xEa_9Z9uIFdyu90y2Rg","","https://www.youtube.com/channel/UCEB0xEa_9Z9uIFdyu90y2Rg"
"1708351129-1276","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@arshifashionbeauty1725/YA_2797105?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Arshi Fashion & Beauty","https://yt3.ggpht.com/5apkjEy1L3XoMSx-flXqzICnQMpjeBdeEpC2yQdQojjGK0mrRTfs4z_nwvNpo93KmpusQrHsxw=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,930","5,184","1,409,490","84","","https://www.youtube.com/channel/UCL_2Yc_T0A17wrMyDu2Fm0g","","https://www.youtube.com/channel/UCL_2Yc_T0A17wrMyDu2Fm0g"
"1708351136-1277","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@dhadiravi/YA_2836018?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Dhadi Ravi","https://yt3.ggpht.com/eQA4KMNfk3RvS0MMZKrwU3QYvNSGqx-EOYph7ahmIWdH5saMjIm-6NxZOkVD8Jo-Q3m6dKp5=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,930","3,849","652,928","76","","https://www.youtube.com/channel/UCchle7sdu8LNEO_5PunVq8g","","https://www.youtube.com/channel/UCchle7sdu8LNEO_5PunVq8g"
"1708351143-1278","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@wholesalemarketreview9033/YA_2882507?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","wholesale market review","https://yt3.ggpht.com/Y6iw2hUeVa_TzVR69yGp6WyO05ySIXz_eyahEIUSM2N_oRJRDZ06Nkx5ztQDjrBSZGpczCSE=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,930","786","1,038,554","77","","https://www.youtube.com/channel/UCyYwNsgX10JZ82c68k7V2HA","","https://www.youtube.com/channel/UCyYwNsgX10JZ82c68k7V2HA"
"1708351151-1279","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@sreelalithasarees/YA_2842120?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Sree Lalitha Sarees","https://yt3.ggpht.com/tRqaDnka9XFbQzZwEF0hHaaveLc0rKcwzeoU2QZ8Yr6NItD0OPxJnUnKc0pbyZSd1sb22yLs=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,930","9,541","1,310,241","727","","https://www.youtube.com/channel/UCf_FM1QncdzpsbFZwJVk0HA","","https://www.youtube.com/channel/UCf_FM1QncdzpsbFZwJVk0HA"
"1708351158-1280","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@tarincrafts/YA_2801649?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Tarin Crafts","https://yt3.ggpht.com/ytc/AIf8zZSmREpPWueTXF9tPbaTdWwKIvI7O-lSTQbayeBQ=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,970","4,023","1,578,302","127","","https://www.youtube.com/channel/UCNhJBhkPpk4TSxyFqqk3frA","","https://www.youtube.com/channel/UCNhJBhkPpk4TSxyFqqk3frA"
"1708351165-1281","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@likhithaimitationjewellery6471/YA_2596158?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","Likhitha Imitation Jewellery","https://yt3.ggpht.com/ytc/AIf8zZQTDh1oPVgSY05YGn34BTvTaOKKxuQ-Sr68mo5Y=s512-c-k-c0x00ffffff-no-rj","Fashion & Style","","","","","","9,980","143","1,291,934","545","","https://www.youtube.com/channel/UC8yKlvKBAMUF1JxUW90EMiQ","","https://www.youtube.com/channel/UC8yKlvKBAMUF1JxUW90EMiQ"
"1708351172-1282","https://goodcreator.co/youtubers/fashion-style/under-10k-subscribers?sourcePage=Creator%20listing%20page&sourceCTA=Filters","Details","https://goodcreator.co/influencer/@indiaintimatefashionweek4725/IA_112079?sourceCTA=Details%20option&soucePage=Creator%20listing%20page","India Intimate Fashion Week","https://d24w28i6lzk071.cloudfront.net/assets/profiles/instagram/3574365179.jpg","Fashion & Style","22,250","0.03%","25","6","0","9,990","5,002","2,958,766","103","","https://www.youtube.com/channel/UC2YxdRs-BSJkIUJFSyfpl_g","","https://www.instagram.com/iifwindiaofficial"
